FeedbackID,VehicleID,Timestamp,RideComfortScore,HandlingScore,Comment
H0686,V088,2025-07-01 19:25:00,6.9,5.1,Vibrations felt on steering wheel.
H0687,V046,2025-07-01 19:26:00,5.7,9.5,Needs suspension tuning.
H0688,V091,2025-07-01 19:27:00,9.1,7.7,Comfortable and quiet.
H0689,V094,2025-07-01 19:28:00,8.7,9.1,Vibrations felt on steering wheel.
H0690,V059,2025-07-01 19:29:00,9.1,5.9,Smooth ride with slight vibrations.
H0691,V027,2025-07-01 19:30:00,9.6,5.0,Great handling in wet conditions.
H0692,V050,2025-07-01 19:31:00,10.0,6.2,Noticeable noise from tires.
H0693,V042,2025-07-01 19:32:00,7.2,8.6,Cabin noise higher than expected.
H0694,V076,2025-07-01 19:33:00,6.4,6.9,Great handling in wet conditions.
H0695,V050,2025-07-01 19:34:00,8.9,7.3,Handles well on rough terrain.
H0696,V098,2025-07-01 19:35:00,9.4,5.2,Great handling in wet conditions.
H0697,V067,2025-07-01 19:36:00,7.0,9.1,Noticeable noise from tires.
H0698,V028,2025-07-01 19:37:00,7.2,7.3,Needs suspension tuning.
H0699,V040,2025-07-01 19:38:00,5.1,7.0,Needs suspension tuning.
H0700,V069,2025-07-01 19:39:00,9.1,5.5,Needs suspension tuning.
H0701,V029,2025-07-01 19:40:00,9.1,7.1,Comfortable and quiet.
H0702,V073,2025-07-01 19:41:00,5.4,5.5,Great handling in wet conditions.
H0703,V036,2025-07-01 19:42:00,9.2,8.6,Great handling in wet conditions.
H0704,V020,2025-07-01 19:43:00,9.9,9.0,Noticeable noise from tires.
H0705,V016,2025-07-01 19:44:00,8.7,9.5,Cabin noise higher than expected.
H0706,V027,2025-07-01 19:45:00,4.0,6.1,Comfortable and quiet.
H0707,V093,2025-07-01 19:46:00,8.6,7.1,Noticeable noise from tires.
H0708,V036,2025-07-01 19:47:00,8.6,5.1,Needs suspension tuning.
H0709,V048,2025-07-01 19:48:00,5.9,6.4,Smooth ride with slight vibrations.
H0710,V085,2025-07-01 19:49:00,5.1,7.8,Handles well on rough terrain.
H0711,V074,2025-07-01 19:50:00,5.6,7.9,Noticeable noise from tires.
H0712,V055,2025-07-01 19:51:00,9.3,6.3,Noticeable noise from tires.
H0713,V074,2025-07-01 19:52:00,9.3,8.3,Handles well on rough terrain.
H0714,V036,2025-07-01 19:53:00,6.8,7.4,Smooth ride with slight vibrations.
H0715,V096,2025-07-01 19:54:00,8.6,9.0,Handles well on rough terrain.
H0716,V061,2025-07-01 19:55:00,6.5,9.8,Great handling in wet conditions.
H0717,V033,2025-07-01 19:56:00,9.7,9.4,Smooth ride with slight vibrations.
H0718,V034,2025-07-01 19:57:00,9.8,5.9,Comfortable and quiet.
H0719,V037,2025-07-01 19:58:00,8.9,6.1,Needs suspension tuning.
H0720,V007,2025-07-01 19:59:00,7.3,8.9,Smooth ride with slight vibrations.
H0721,V093,2025-07-01 20:00:00,7.3,9.7,Needs suspension tuning.
H0722,V034,2025-07-01 20:01:00,6.1,8.7,Needs suspension tuning.
H0723,V065,2025-07-01 20:02:00,4.0,6.7,Great handling in wet conditions.
H0724,V011,2025-07-01 20:03:00,7.2,9.4,Vibrations felt on steering wheel.
H0725,V016,2025-07-01 20:04:00,5.4,8.6,Needs suspension tuning.
H0726,V077,2025-07-01 20:05:00,6.8,9.7,Comfortable and quiet.
H0727,V046,2025-07-01 20:06:00,9.7,9.0,Needs suspension tuning.
H0728,V048,2025-07-01 20:07:00,7.4,7.8,Comfortable and quiet.
H0729,V048,2025-07-01 20:08:00,4.0,6.4,Handles well on rough terrain.
H0730,V098,2025-07-01 20:09:00,7.9,8.4,Noticeable noise from tires.
H0731,V084,2025-07-01 20:10:00,8.3,6.3,Handles well on rough terrain.
H0732,V059,2025-07-01 20:11:00,9.7,8.1,Needs suspension tuning.
H0733,V066,2025-07-01 20:12:00,7.2,9.7,Noticeable noise from tires.
H0734,V008,2025-07-01 20:13:00,8.1,5.5,Comfortable and quiet.
H0735,V041,2025-07-01 20:14:00,6.4,9.8,Cabin noise higher than expected.
H0736,V063,2025-07-01 20:15:00,8.1,6.8,Handles well on rough terrain.
H0737,V055,2025-07-01 20:16:00,9.4,5.4,Noticeable noise from tires.
H0738,V087,2025-07-01 20:17:00,5.8,5.2,Noticeable noise from tires.
H0739,V003,2025-07-01 20:18:00,8.2,7.6,Smooth ride with slight vibrations.
H0740,V014,2025-07-01 20:19:00,7.6,9.7,Vibrations felt on steering wheel.
H0741,V051,2025-07-01 20:20:00,8.7,9.7,Great handling in wet conditions.
H0742,V002,2025-07-01 20:21:00,9.6,6.7,Smooth ride with slight vibrations.
H0743,V043,2025-07-01 20:22:00,5.0,8.0,Cabin noise higher than expected.
H0744,V091,2025-07-01 20:23:00,5.5,5.8,Vibrations felt on steering wheel.
H0745,V094,2025-07-01 20:24:00,8.9,9.7,Vibrations felt on steering wheel.
H0746,V096,2025-07-01 20:25:00,9.2,6.8,Handles well on rough terrain.
H0747,V091,2025-07-01 20:26:00,9.0,8.3,Vibrations felt on steering wheel.
H0748,V020,2025-07-01 20:27:00,8.1,7.1,Comfortable and quiet.
H0749,V055,2025-07-01 20:28:00,7.6,5.4,Handles well on rough terrain.
H0750,V068,2025-07-01 20:29:00,5.7,5.3,Needs suspension tuning.
H0751,V037,2025-07-01 20:30:00,8.9,6.5,Vibrations felt on steering wheel.
H0752,V079,2025-07-01 20:31:00,8.3,6.8,Noticeable noise from tires.
H0753,V075,2025-07-01 20:32:00,8.5,7.1,Handles well on rough terrain.
H0754,V026,2025-07-01 20:33:00,6.4,8.1,Needs suspension tuning.
H0755,V001,2025-07-01 20:34:00,9.3,9.4,Great handling in wet conditions.
H0756,V017,2025-07-01 20:35:00,7.5,9.1,Great handling in wet conditions.
H0757,V093,2025-07-01 20:36:00,7.1,8.1,Smooth ride with slight vibrations.
H0758,V033,2025-07-01 20:37:00,9.5,9.9,Smooth ride with slight vibrations.
H0759,V030,2025-07-01 20:38:00,8.4,5.9,Needs suspension tuning.
H0760,V005,2025-07-01 20:39:00,6.9,7.9,Cabin noise higher than expected.
H0761,V100,2025-07-01 20:40:00,5.5,7.7,Needs suspension tuning.
H0762,V056,2025-07-01 20:41:00,5.7,6.2,Cabin noise higher than expected.
H0763,V047,2025-07-01 20:42:00,10.0,6.4,Great handling in wet conditions.
H0764,V036,2025-07-01 20:43:00,8.6,5.0,Vibrations felt on steering wheel.
H0765,V100,2025-07-01 20:44:00,7.2,9.4,Noticeable noise from tires.
H0766,V045,2025-07-01 20:45:00,8.8,7.7,Smooth ride with slight vibrations.
H0767,V049,2025-07-01 20:46:00,7.8,8.5,Noticeable noise from tires.
H0768,V049,2025-07-01 20:47:00,5.9,7.2,Vibrations felt on steering wheel.
H0769,V036,2025-07-01 20:48:00,7.1,7.8,Noticeable noise from tires.
H0770,V009,2025-07-01 20:49:00,8.9,8.2,Cabin noise higher than expected.
H0771,V026,2025-07-01 20:50:00,7.0,5.7,Handles well on rough terrain.
H0772,V057,2025-07-01 20:51:00,6.4,8.0,Comfortable and quiet.
H0773,V080,2025-07-01 20:52:00,8.6,10.0,Handles well on rough terrain.
H0774,V075,2025-07-01 20:53:00,8.6,8.9,Great handling in wet conditions.
H0775,V013,2025-07-01 20:54:00,7.8,9.0,Noticeable noise from tires.
H0776,V053,2025-07-01 20:55:00,8.7,8.3,Comfortable and quiet.
H0777,V094,2025-07-01 20:56:00,7.8,5.8,Great handling in wet conditions.
H0778,V011,2025-07-01 20:57:00,5.4,8.1,Needs suspension tuning.
H0779,V021,2025-07-01 20:58:00,6.7,9.6,Great handling in wet conditions.
H0780,V046,2025-07-01 20:59:00,9.0,6.5,Smooth ride with slight vibrations.
H0781,V082,2025-07-01 21:00:00,5.3,9.4,Handles well on rough terrain.
H0782,V045,2025-07-01 21:01:00,5.3,9.9,Great handling in wet conditions.
H0783,V006,2025-07-01 21:02:00,6.1,6.4,Noticeable noise from tires.
H0784,V014,2025-07-01 21:03:00,8.9,6.8,Smooth ride with slight vibrations.
H0785,V038,2025-07-01 21:04:00,9.1,7.5,Smooth ride with slight vibrations.
H0786,V011,2025-07-01 21:05:00,8.3,9.5,Noticeable noise from tires.
H0787,V049,2025-07-01 21:06:00,7.5,8.4,Needs suspension tuning.
H0788,V031,2025-07-01 21:07:00,5.6,8.7,Cabin noise higher than expected.
H0789,V098,2025-07-01 21:08:00,8.7,8.3,Vibrations felt on steering wheel.
H0790,V093,2025-07-01 21:09:00,7.4,9.3,Needs suspension tuning.
H0791,V090,2025-07-01 21:10:00,6.1,8.8,Cabin noise higher than expected.
H0792,V047,2025-07-01 21:11:00,9.3,7.3,Smooth ride with slight vibrations.
H0793,V027,2025-07-01 21:12:00,5.1,9.7,Great handling in wet conditions.
H0794,V095,2025-07-01 21:13:00,6.3,7.9,Noticeable noise from tires.
H0795,V025,2025-07-01 21:14:00,9.4,5.5,Noticeable noise from tires.
H0796,V089,2025-07-01 21:15:00,8.3,6.0,Handles well on rough terrain.
H0797,V014,2025-07-01 21:16:00,8.4,8.6,Cabin noise higher than expected.
H0798,V022,2025-07-01 21:17:00,6.6,6.2,Great handling in wet conditions.
H0799,V097,2025-07-01 21:18:00,6.5,8.6,Comfortable and quiet.
H0800,V083,2025-07-01 21:19:00,7.4,9.0,Noticeable noise from tires.
H0801,V061,2025-07-01 21:20:00,6.6,5.1,Great handling in wet conditions.
H0802,V070,2025-07-01 21:21:00,9.8,8.0,Noticeable noise from tires.
H0803,V040,2025-07-01 21:22:00,6.1,7.3,Smooth ride with slight vibrations.
H0804,V046,2025-07-01 21:23:00,8.9,5.1,Noticeable noise from tires.
H0805,V045,2025-07-01 21:24:00,7.5,9.4,Cabin noise higher than expected.
H0806,V034,2025-07-01 21:25:00,8.7,5.4,Handles well on rough terrain.
H0807,V042,2025-07-01 21:26:00,6.6,8.3,Noticeable noise from tires.
H0808,V091,2025-07-01 21:27:00,7.2,7.5,Smooth ride with slight vibrations.
H0809,V016,2025-07-01 21:28:00,6.1,9.4,Noticeable noise from tires.
H0810,V034,2025-07-01 21:29:00,8.3,7.6,Smooth ride with slight vibrations.
H0811,V066,2025-07-01 21:30:00,10.0,6.9,Great handling in wet conditions.
H0812,V058,2025-07-01 21:31:00,5.5,9.6,Smooth ride with slight vibrations.
H0813,V056,2025-07-01 21:32:00,8.7,8.4,Handles well on rough terrain.
H0814,V015,2025-07-01 21:33:00,6.5,9.0,Needs suspension tuning.
H0815,V086,2025-07-01 21:34:00,5.0,8.7,Cabin noise higher than expected.
H0816,V007,2025-07-01 21:35:00,8.5,9.3,Great handling in wet conditions.
H0817,V079,2025-07-01 21:36:00,8.7,9.7,Needs suspension tuning.
H0818,V083,2025-07-01 21:37:00,7.1,6.9,Handles well on rough terrain.
H0819,V086,2025-07-01 21:38:00,9.3,7.3,Smooth ride with slight vibrations.
H0820,V074,2025-07-01 21:39:00,8.8,6.6,Vibrations felt on steering wheel.
H0821,V093,2025-07-01 21:40:00,9.2,8.4,Handles well on rough terrain.
H0822,V026,2025-07-01 21:41:00,7.9,5.9,Cabin noise higher than expected.
H0823,V023,2025-07-01 21:42:00,9.8,6.2,Handles well on rough terrain.
H0824,V056,2025-07-01 21:43:00,8.5,7.5,Cabin noise higher than expected.
H0825,V002,2025-07-01 21:44:00,9.5,5.1,Comfortable and quiet.
H0826,V081,2025-07-01 21:45:00,7.9,8.7,Handles well on rough terrain.
H0827,V037,2025-07-01 21:46:00,6.3,6.8,Comfortable and quiet.
H0828,V064,2025-07-01 21:47:00,6.9,8.5,Smooth ride with slight vibrations.
H0829,V085,2025-07-01 21:48:00,5.8,9.6,Noticeable noise from tires.
H0830,V037,2025-07-01 21:49:00,9.9,8.6,Smooth ride with slight vibrations.
H0831,V097,2025-07-01 21:50:00,6.6,6.9,Comfortable and quiet.
H0832,V020,2025-07-01 21:51:00,7.2,5.3,Vibrations felt on steering wheel.
H0833,V037,2025-07-01 21:52:00,9.5,7.8,Vibrations felt on steering wheel.
H0834,V043,2025-07-01 21:53:00,9.8,7.5,Vibrations felt on steering wheel.
H0835,V038,2025-07-01 21:54:00,6.7,8.1,Smooth ride with slight vibrations.
H0836,V040,2025-07-01 21:55:00,8.4,8.4,Smooth ride with slight vibrations.
H0837,V028,2025-07-01 21:56:00,8.8,6.6,Comfortable and quiet.
H0838,V076,2025-07-01 21:57:00,7.6,9.3,Vibrations felt on steering wheel.
H0839,V067,2025-07-01 21:58:00,6.2,9.8,Needs suspension tuning.
H0840,V040,2025-07-01 21:59:00,7.7,7.0,Needs suspension tuning.
H0841,V052,2025-07-01 22:00:00,5.9,6.1,Vibrations felt on steering wheel.
H0842,V097,2025-07-01 22:01:00,5.7,9.6,Smooth ride with slight vibrations.
H0843,V047,2025-07-01 22:02:00,8.4,9.0,Needs suspension tuning.
H0844,V047,2025-07-01 22:03:00,5.1,7.6,Vibrations felt on steering wheel.
H0845,V051,2025-07-01 22:04:00,9.8,8.6,Noticeable noise from tires.
H0846,V092,2025-07-01 22:05:00,7.1,10.0,Noticeable noise from tires.
H0847,V005,2025-07-01 22:06:00,9.7,8.1,Smooth ride with slight vibrations.
H0848,V059,2025-07-01 22:07:00,7.0,7.8,Smooth ride with slight vibrations.
H0849,V067,2025-07-01 22:08:00,9.4,5.2,Smooth ride with slight vibrations.
H0850,V028,2025-07-01 22:09:00,5.8,5.9,Needs suspension tuning.
H0851,V039,2025-07-01 22:10:00,5.7,9.5,Cabin noise higher than expected.
H0852,V082,2025-07-01 22:11:00,5.4,8.9,Needs suspension tuning.
H0853,V068,2025-07-01 22:12:00,6.9,7.0,Noticeable noise from tires.
H0854,V030,2025-07-01 22:13:00,5.9,6.1,Great handling in wet conditions.
H0855,V086,2025-07-01 22:14:00,8.1,5.2,Great handling in wet conditions.
H0856,V049,2025-07-01 22:15:00,8.9,9.2,Vibrations felt on steering wheel.
H0857,V075,2025-07-01 22:16:00,5.6,9.7,Vibrations felt on steering wheel.
H0858,V078,2025-07-01 22:17:00,8.2,8.5,Handles well on rough terrain.
H0859,V054,2025-07-01 22:18:00,8.2,7.2,Needs suspension tuning.
H0860,V023,2025-07-01 22:19:00,9.7,9.1,Great handling in wet conditions.
H0861,V012,2025-07-01 22:20:00,7.9,8.8,Handles well on rough terrain.
H0862,V094,2025-07-01 22:21:00,7.5,7.1,Great handling in wet conditions.
H0863,V018,2025-07-01 22:22:00,5.9,8.9,Noticeable noise from tires.
H0864,V011,2025-07-01 22:23:00,9.4,6.9,Comfortable and quiet.
H0865,V076,2025-07-01 22:24:00,6.4,6.7,Vibrations felt on steering wheel.
H0866,V093,2025-07-01 22:25:00,6.8,5.7,Needs suspension tuning.
H0867,V078,2025-07-01 22:26:00,5.1,9.4,Great handling in wet conditions.
H0868,V074,2025-07-01 22:27:00,5.8,9.0,Handles well on rough terrain.
H0869,V021,2025-07-01 22:28:00,7.1,6.0,Comfortable and quiet.
H0870,V039,2025-07-01 22:29:00,5.3,9.6,Comfortable and quiet.
H0871,V098,2025-07-01 22:30:00,8.3,8.3,Smooth ride with slight vibrations.
H0872,V013,2025-07-01 22:31:00,6.5,5.2,Comfortable and quiet.
H0873,V052,2025-07-01 22:32:00,7.8,8.0,Noticeable noise from tires.
H0874,V041,2025-07-01 22:33:00,7.1,5.6,Noticeable noise from tires.
H0875,V037,2025-07-01 22:34:00,6.3,5.5,Smooth ride with slight vibrations.
H0876,V068,2025-07-01 22:35:00,9.9,7.0,Comfortable and quiet.
H0877,V075,2025-07-01 22:36:00,7.2,6.3,Noticeable noise from tires.
H0878,V051,2025-07-01 22:37:00,5.8,7.2,Smooth ride with slight vibrations.
H0879,V057,2025-07-01 22:38:00,6.5,8.5,Great handling in wet conditions.
H0880,V082,2025-07-01 22:39:00,9.7,6.2,Smooth ride with slight vibrations.
H0881,V018,2025-07-01 22:40:00,7.9,5.8,Noticeable noise from tires.
H0882,V032,2025-07-01 22:41:00,6.3,8.8,Great handling in wet conditions.
H0883,V100,2025-07-01 22:42:00,4.0,5.2,Noticeable noise from tires.
H0884,V032,2025-07-01 22:43:00,6.3,9.2,Cabin noise higher than expected.
H0885,V019,2025-07-01 22:44:00,7.8,6.7,Vibrations felt on steering wheel.
H0886,V032,2025-07-01 22:45:00,7.8,6.4,Great handling in wet conditions.
H0887,V052,2025-07-01 22:46:00,5.1,5.6,Vibrations felt on steering wheel.
H0888,V071,2025-07-01 22:47:00,6.4,6.7,Needs suspension tuning.
H0889,V007,2025-07-01 22:48:00,7.9,6.2,Noticeable noise from tires.
H0890,V036,2025-07-01 22:49:00,7.2,5.8,Vibrations felt on steering wheel.
H0891,V091,2025-07-01 22:50:00,5.2,6.1,Noticeable noise from tires.
H0892,V068,2025-07-01 22:51:00,9.3,9.8,Noticeable noise from tires.
H0893,V029,2025-07-01 22:52:00,7.7,6.1,Needs suspension tuning.
H0894,V030,2025-07-01 22:53:00,6.1,5.5,Smooth ride with slight vibrations.
H0895,V030,2025-07-01 22:54:00,9.0,5.3,Cabin noise higher than expected.
H0896,V028,2025-07-01 22:55:00,6.7,7.5,Cabin noise higher than expected.
H0897,V012,2025-07-01 22:56:00,7.9,6.2,Vibrations felt on steering wheel.
H0898,V019,2025-07-01 22:57:00,7.1,5.3,Great handling in wet conditions.
H0899,V085,2025-07-01 22:58:00,7.1,8.7,Vibrations felt on steering wheel.
H0900,V059,2025-07-01 22:59:00,7.1,9.4,Handles well on rough terrain.
H0901,V020,2025-07-01 23:00:00,8.4,8.0,Smooth ride with slight vibrations.
H0902,V023,2025-07-01 23:01:00,8.8,9.8,Handles well on rough terrain.
H0903,V023,2025-07-01 23:02:00,9.5,6.2,Comfortable and quiet.
H0904,V077,2025-07-01 23:03:00,8.7,5.2,Vibrations felt on steering wheel.
H0905,V050,2025-07-01 23:04:00,7.4,6.0,Noticeable noise from tires.
H0906,V099,2025-07-01 23:05:00,7.9,6.5,Great handling in wet conditions.
H0907,V078,2025-07-01 23:06:00,8.1,8.2,Noticeable noise from tires.
H0908,V045,2025-07-01 23:07:00,7.0,10.0,Cabin noise higher than expected.
H0909,V027,2025-07-01 23:08:00,8.5,5.8,Vibrations felt on steering wheel.
H0910,V065,2025-07-01 23:09:00,8.5,6.6,Noticeable noise from tires.
H0911,V058,2025-07-01 23:10:00,5.6,8.0,Handles well on rough terrain.
H0912,V019,2025-07-01 23:11:00,8.3,9.6,Noticeable noise from tires.
H0913,V046,2025-07-01 23:12:00,9.0,8.0,Cabin noise higher than expected.
H0914,V025,2025-07-01 23:13:00,5.5,8.7,Comfortable and quiet.
H0915,V011,2025-07-01 23:14:00,9.8,9.5,Smooth ride with slight vibrations.
H0916,V040,2025-07-01 23:15:00,9.4,9.8,Smooth ride with slight vibrations.
H0917,V081,2025-07-01 23:16:00,7.0,6.3,Vibrations felt on steering wheel.
H0918,V062,2025-07-01 23:17:00,8.7,8.4,Comfortable and quiet.
H0919,V071,2025-07-01 23:18:00,5.8,8.5,Noticeable noise from tires.
H0920,V044,2025-07-01 23:19:00,9.3,5.9,Vibrations felt on steering wheel.
H0921,V038,2025-07-01 23:20:00,7.7,6.3,Noticeable noise from tires.
H0922,V081,2025-07-01 23:21:00,9.5,8.7,Cabin noise higher than expected.
H0923,V014,2025-07-01 23:22:00,9.7,9.2,Comfortable and quiet.
H0924,V071,2025-07-01 23:23:00,8.9,8.5,Handles well on rough terrain.
H0925,V088,2025-07-01 23:24:00,8.0,6.9,Great handling in wet conditions.
H0926,V093,2025-07-01 23:25:00,5.4,5.6,Cabin noise higher than expected.
H0927,V093,2025-07-01 23:26:00,8.4,5.3,Smooth ride with slight vibrations.
H0928,V096,2025-07-01 23:27:00,4.0,6.3,Comfortable and quiet.
H0929,V028,2025-07-01 23:28:00,8.1,9.3,Comfortable and quiet.
H0930,V007,2025-07-01 23:29:00,9.5,9.9,Great handling in wet conditions.
H0931,V029,2025-07-01 23:30:00,8.4,8.6,Great handling in wet conditions.
H0932,V003,2025-07-01 23:31:00,7.7,7.1,Smooth ride with slight vibrations.
H0933,V089,2025-07-01 23:32:00,6.9,5.8,Needs suspension tuning.
H0934,V072,2025-07-01 23:33:00,7.3,6.3,Vibrations felt on steering wheel.
H0935,V048,2025-07-01 23:34:00,8.4,6.1,Comfortable and quiet.
H0936,V032,2025-07-01 23:35:00,6.7,5.5,Cabin noise higher than expected.
H0937,V075,2025-07-01 23:36:00,8.1,8.0,Cabin noise higher than expected.
H0938,V042,2025-07-01 23:37:00,7.0,7.9,Cabin noise higher than expected.
H0939,V074,2025-07-01 23:38:00,5.9,8.4,Cabin noise higher than expected.
H0940,V092,2025-07-01 23:39:00,7.2,8.1,Cabin noise higher than expected.
H0941,V085,2025-07-01 23:40:00,5.2,8.5,Smooth ride with slight vibrations.
H0942,V027,2025-07-01 23:41:00,9.3,5.1,Handles well on rough terrain.
H0943,V036,2025-07-01 23:42:00,6.3,6.8,Noticeable noise from tires.
H0944,V023,2025-07-01 23:43:00,5.1,6.8,Cabin noise higher than expected.
H0945,V026,2025-07-01 23:44:00,10.0,5.9,Noticeable noise from tires.
H0946,V027,2025-07-01 23:45:00,9.5,8.0,Comfortable and quiet.
H0947,V089,2025-07-01 23:46:00,9.7,9.3,Handles well on rough terrain.
H0948,V008,2025-07-01 23:47:00,7.2,6.2,Comfortable and quiet.
H0949,V096,2025-07-01 23:48:00,6.6,8.4,Cabin noise higher than expected.
H0950,V005,2025-07-01 23:49:00,8.5,5.3,Cabin noise higher than expected.
H0951,V031,2025-07-01 23:50:00,9.3,6.0,Great handling in wet conditions.
H0952,V052,2025-07-01 23:51:00,7.0,9.1,Great handling in wet conditions.
H0953,V011,2025-07-01 23:52:00,8.3,5.3,Noticeable noise from tires.
H0954,V057,2025-07-01 23:53:00,8.3,6.0,Cabin noise higher than expected.
H0955,V020,2025-07-01 23:54:00,6.6,7.7,Smooth ride with slight vibrations.
H0956,V060,2025-07-01 23:55:00,8.3,5.2,Needs suspension tuning.
H0957,V079,2025-07-01 23:56:00,8.3,9.6,Cabin noise higher than expected.
H0958,V077,2025-07-01 23:57:00,5.9,9.7,Handles well on rough terrain.
H0959,V054,2025-07-01 23:58:00,8.5,9.5,Comfortable and quiet.
H0960,V013,2025-07-01 23:59:00,8.0,7.0,Smooth ride with slight vibrations.
H0961,V032,2025-07-02 00:00:00,9.6,7.5,Handles well on rough terrain.
H0962,V041,2025-07-02 00:01:00,10.0,6.8,Great handling in wet conditions.
H0963,V006,2025-07-02 00:02:00,8.6,8.0,Handles well on rough terrain.
H0964,V002,2025-07-02 00:03:00,4.0,8.6,Cabin noise higher than expected.
H0965,V075,2025-07-02 00:04:00,5.1,5.4,Noticeable noise from tires.
H0966,V043,2025-07-02 00:05:00,5.2,8.7,Smooth ride with slight vibrations.
H0967,V066,2025-07-02 00:06:00,7.0,8.1,Smooth ride with slight vibrations.
H0968,V068,2025-07-02 00:07:00,9.8,7.8,Handles well on rough terrain.
H0969,V081,2025-07-02 00:08:00,6.2,5.0,Needs suspension tuning.
H0970,V051,2025-07-02 00:09:00,8.9,9.9,Comfortable and quiet.
H0971,V019,2025-07-02 00:10:00,9.9,7.0,Great handling in wet conditions.
H0972,V004,2025-07-02 00:11:00,7.0,6.2,Comfortable and quiet.
H0973,V092,2025-07-02 00:12:00,5.1,7.8,Comfortable and quiet.
H0974,V049,2025-07-02 00:13:00,8.3,8.8,Needs suspension tuning.
H0975,V074,2025-07-02 00:14:00,7.9,7.1,Smooth ride with slight vibrations.
H0976,V100,2025-07-02 00:15:00,9.1,6.7,Comfortable and quiet.
H0977,V090,2025-07-02 00:16:00,10.0,5.5,Comfortable and quiet.
H0978,V024,2025-07-02 00:17:00,8.3,6.5,Handles well on rough terrain.
H0979,V025,2025-07-02 00:18:00,7.2,8.2,Smooth ride with slight vibrations.
H0980,V047,2025-07-02 00:19:00,5.8,7.5,Great handling in wet conditions.
H0981,V053,2025-07-02 00:20:00,5.1,9.7,Handles well on rough terrain.
H0982,V057,2025-07-02 00:21:00,9.4,5.4,Great handling in wet conditions.
H0983,V073,2025-07-02 00:22:00,6.9,7.5,Smooth ride with slight vibrations.
H0984,V067,2025-07-02 00:23:00,5.6,6.9,Vibrations felt on steering wheel.
H0985,V031,2025-07-02 00:24:00,5.0,6.9,Cabin noise higher than expected.
H0986,V100,2025-07-02 00:25:00,6.3,6.5,Handles well on rough terrain.
H0987,V006,2025-07-02 00:26:00,8.9,8.0,Comfortable and quiet.
H0988,V081,2025-07-02 00:27:00,6.0,6.1,Great handling in wet conditions.
H0989,V033,2025-07-02 00:28:00,8.1,9.0,Cabin noise higher than expected.
H0990,V050,2025-07-02 00:29:00,7.6,6.8,Vibrations felt on steering wheel.
H0991,V061,2025-07-02 00:30:00,7.8,6.5,Great handling in wet conditions.
H0992,V097,2025-07-02 00:31:00,6.8,8.3,Handles well on rough terrain.
H0993,V054,2025-07-02 00:32:00,7.3,5.7,Great handling in wet conditions.
H0994,V061,2025-07-02 00:33:00,6.8,6.5,Smooth ride with slight vibrations.
H0995,V069,2025-07-02 00:34:00,5.9,5.3,Great handling in wet conditions.
H0996,V065,2025-07-02 00:35:00,7.1,8.2,Great handling in wet conditions.
H0997,V083,2025-07-02 00:36:00,8.8,9.9,Noticeable noise from tires.
H0998,V041,2025-07-02 00:37:00,5.2,6.5,Noticeable noise from tires.
H0999,V092,2025-07-02 00:38:00,5.5,5.2,Cabin noise higher than expected.
H1000,V081,2025-07-02 00:39:00,5.8,8.3,Handles well on rough terrain.
